episode,score
1,-3063.0
2,-10328.0
3,-5739.5
4,-4404.5
5,-7513.0
6,-3231.5
7,-8268.5
8,-1469.0
9,-3991.0
10,-3218.0
11,-2684.5
12,-3024.0
13,-1104.0
14,-2167.0
15,-2091.0
16,-307.0
17,-211.5
18,-1399.0
19,-255.5
20,167.0
21,1655.5
22,-1275.0
23,1171.5
24,271.5
25,1976.0
26,1666.0
27,1056.0
28,1079.5
29,-744.0
30,45.5
31,-102.5
32,305.0
33,686.5
34,989.5
35,1536.0
36,698.0
37,326.0
38,518.5
39,-116.0
40,1393.5
41,-189.5
42,1140.5
43,-807.0
44,542.0
45,-144.5
46,-1268.5
47,-80.5
48,-312.5
49,1031.0
50,-461.5
51,-258.0
52,-843.5
53,-1258.5
54,-1356.5
55,-220.5
56,-2090.0
57,-4550.5
58,-3662.0
59,-4384.0
60,-916.0
61,-2583.0
62,-3302.5
63,-2543.5
64,-3845.5
65,-3255.5
66,-5175.5
67,-3756.0
68,-1364.5
69,-2961.5
70,-3617.5
71,-3295.0
72,-4340.5
73,-2190.0
74,-4835.5
75,-2390.5
76,-3354.5
77,-3936.5
78,-2194.0
79,-2377.5
80,-3262.5
81,-1600.5
82,-2819.5
83,-1681.0
84,-2535.5
85,-4192.0
86,-1173.0
87,-1652.5
88,-597.5
89,-4138.5
90,-2605.0
91,-2104.5
92,-159.5
93,-2165.5
94,-2700.0
95,-479.5
96,-2529.0
97,-1332.5
98,-476.5
99,-1077.5
100,-1984.0
101,-1440.5
102,-101.0
103,-508.5
104,-987.0
105,-571.5
106,-247.5
107,-84.0
108,-1492.0
109,-522.0
110,-1528.0
111,-731.5
112,-453.0
113,-615.5
114,-702.0
115,-1655.5
116,-1379.5
117,81.0
118,-788.5
119,-964.0
120,-1437.0
121,-1231.5
122,-3860.0
123,-1304.0
124,-1767.5
125,-1445.0
126,-2356.5
127,-1732.0
128,-2030.5
129,-3246.0
130,-864.5
131,-1931.5
132,-1108.0
133,-2235.5
134,-1560.5
135,-1607.5
136,-1234.5
137,-1317.5
138,-825.5
139,-991.0
140,-482.0
141,-1684.5
142,-2897.0
143,-1305.5
144,-1481.5
145,-990.5
146,-1846.5
147,-2384.5
148,-1067.5
149,-2254.5
150,-628.5
151,-1642.0
152,-845.0
153,450.5
154,163.5
155,-1772.0
156,-744.5
157,-1709.0
158,-1674.5
159,-1820.5
160,-2100.5
161,-127.5
162,-1002.0
163,-2650.5
164,-1232.0
165,-1338.5
166,-32.0
167,-707.0
168,-1211.5
169,-91.0
170,-729.5
171,-3818.5
172,-1458.5
173,-1723.5
174,-1030.0
175,-2855.0
176,-3344.0
177,-2289.0
178,-1724.0
179,-1456.5
180,-796.0
181,-968.0
182,-1149.5
183,-2444.5
184,-851.5
185,-876.5
186,-834.0
187,-1862.0
188,-2283.0
189,-1459.5
190,-2871.0
191,-647.0
192,-810.5
193,-686.0
194,-307.5
195,-1390.0
196,-98.0
197,665.5
198,534.0
199,-801.0
200,372.5
201,-611.0
202,-320.5
203,244.5
204,-2535.0
205,-2559.5
206,295.0
207,-616.0
208,723.0
209,-185.0
210,908.0
211,734.0
212,393.5
213,379.5
214,80.0
215,1667.5
216,282.0
217,1744.0
218,1607.0
219,90.5
220,752.5
221,1689.5
222,1212.0
223,856.5
224,647.5
225,1597.0
226,1800.0
227,2703.0
228,1521.5
229,1837.0
230,1148.5
231,1962.0
232,2429.0
233,1491.5
234,1120.0
235,1632.0
236,1471.0
237,1918.0
238,1313.0
239,1981.5
240,1199.5
241,1718.5
242,606.0
243,2076.5
244,1388.0
245,1579.0
246,893.0
247,1737.5
248,1670.5
249,1248.5
250,-163.5
251,888.0
252,1640.0
253,2067.5
254,807.0
255,1634.5
256,-17.0
257,938.5
258,698.0
259,1460.0
260,221.0
261,403.0
262,365.0
263,617.5
264,879.5
265,185.0
266,955.5
267,-1222.0
268,-472.5
269,689.5
270,581.0
271,625.5
272,-212.5
273,476.0
274,17.0
275,1445.0
276,803.5
277,-503.0
278,-468.0
279,-91.0
280,385.5
281,99.5
282,184.0
283,-2163.0
284,55.0
285,-268.0
286,-502.0
287,-1211.5
288,-2875.5
289,-91.5
290,-728.5
291,-2846.0
292,-2193.0
293,-2530.0
294,-1680.5
295,-5424.0
296,-1239.5
297,1121.0
298,-302.0
299,409.0
300,24.5
301,666.0
302,917.5
303,952.0
304,1252.5
305,18.5
306,1112.5
307,977.5
308,56.0
309,34.5
310,555.0
311,428.5
312,-574.5
313,233.5
314,496.0
315,-52.0
316,-2398.5
317,-552.0
318,-2096.5
319,418.5
320,-1612.5
321,-762.5
322,-149.0
323,-1029.5
324,-1156.0
325,987.0
326,862.5
327,-644.5
328,1088.0
329,158.5
330,-361.5
331,-703.0
332,457.0
333,-149.5
334,-592.0
335,183.0
336,-352.0
337,-777.5
338,-1038.0
339,-1210.0
340,236.5
341,-254.5
342,-110.5
343,-805.0
344,634.5
345,1320.5
346,1584.5
347,1107.0
348,638.0
349,821.0
350,-42.5
351,-1656.0
352,127.0
353,708.0
354,700.0
355,-434.0
356,-398.5
357,93.0
358,-470.0
359,-269.5
360,736.0
361,886.5
362,-992.0
363,50.5
364,962.5
365,204.0
366,1351.0
367,1238.5
368,999.5
369,1449.0
370,646.5
371,2611.0
372,2107.0
373,1102.0
374,1174.0
375,1099.0
376,1515.5
377,1041.0
378,1241.0
379,1663.5
380,1613.5
381,1067.5
382,1649.5
383,1625.5
384,-256.0
385,1593.5
386,691.0
387,1873.0
388,1000.5
389,1079.0
390,335.0
391,1652.5
392,409.0
393,2079.0
394,913.5
395,780.5
396,1611.0
397,708.5
398,14.5
399,-1172.5
400,277.0
401,-461.5
402,1158.0
403,-371.5
404,-588.5
405,-1489.0
406,613.5
407,793.5
408,1108.5
409,1727.0
410,1395.5
411,-1550.5
412,-1077.0
413,-277.5
414,-850.5
415,-86.0
416,1035.0
417,213.0
418,-2058.5
419,-189.0
420,-637.0
421,829.5
422,1136.5
423,1352.5
424,500.0
425,146.5
426,-471.0
427,1254.0
428,-637.5
429,697.5
430,915.5
431,648.5
432,98.5
433,777.5
434,1859.0
435,1142.5
436,1913.0
437,1465.0
438,499.0
439,1742.0
440,1382.5
441,863.5
442,524.0
443,239.5
444,257.5
445,1175.0
446,1347.5
447,-615.5
448,447.5
449,-1457.0
450,733.5
451,1043.5
452,203.0
453,74.0
454,-494.5
455,-1141.0
456,-851.0
457,-3634.0
458,-1366.5
459,-5198.0
460,-3532.0
461,-17131.5
462,-11631.5
463,-15488.5
464,-13812.0
465,-14843.0
466,-11726.5
467,-11648.0
468,-12433.0
469,-14721.5
470,-11861.5
471,-12701.5
472,-14391.5
473,-15203.5
474,-11210.5
475,-12902.0
476,-11207.0
477,-13511.0
478,-12182.0
479,-4656.5
480,-14045.0
481,-11785.0
482,-14656.5
483,-10616.5
484,-9911.5
485,-9893.5
486,-6345.0
487,-6657.5
488,-5952.0
489,-9805.5
490,-352.0
491,-1211.5
492,-1199.0
493,-5177.0
494,-1209.0
495,1272.5
496,-1436.0
497,569.0
498,1275.0
499,-2709.0
500,-549.5
501,-11065.0
502,-13714.5
503,-10431.0
504,-16437.0
505,-13839.5
506,-12020.0
507,-12843.0
508,-16855.0
509,-15926.5
510,-15968.0
511,-12732.5
512,-10704.0
513,-9762.0
514,-9687.5
515,-7904.0
516,-3261.5
517,-3905.0
518,-3280.0
519,-9554.0
520,-7595.5
521,1512.0
522,127.0
523,-567.0
524,-2711.5
525,-3400.5
526,-3279.0
527,-389.5
528,-3378.0
529,-2675.0
530,429.0
531,-973.5
532,1397.0
533,926.5
534,-1101.5
535,967.5
536,883.5
537,602.5
538,2256.0
539,211.0
540,-238.5
541,835.0
542,553.0
543,1239.5
544,978.0
545,2044.5
546,1134.0
547,1480.0
548,819.5
549,1972.0
550,2212.0
551,612.5
552,1514.5
553,2098.0
554,1206.0
555,1591.0
556,1858.5
557,-933.0
558,1507.0
559,1652.0
560,1773.0
561,2480.0
562,1722.0
563,1443.0
564,1003.5
565,956.0
566,1115.5
567,1555.0
568,814.5
569,753.0
570,1212.0
571,-1013.0
572,302.0
573,-1047.5
574,-2451.5
575,-633.0
576,1580.0
577,-1101.5
578,634.5
579,434.5
580,39.0
581,1328.5
582,691.0
583,1134.0
584,1483.5
585,1325.5
586,1339.0
587,1769.0
588,1300.5
589,1505.0
590,1691.0
591,1533.5
592,1588.0
593,879.5
594,1913.5
595,2139.0
596,1541.0
597,1980.0
598,1397.0
599,1517.5
600,2859.5
601,1532.0
602,2065.0
603,2091.5
604,1840.5
605,2357.0
606,1754.0
607,898.0
608,2705.0
609,2146.0
610,2448.0
611,2467.0
612,1974.5
613,1967.0
614,2180.5
615,1033.5
616,1955.5
617,1390.5
618,2218.5
619,1757.0
620,2315.5
621,2069.5
622,1752.5
623,2895.5
624,2360.5
625,2202.5
626,2299.0
627,2000.0
628,2533.5
629,2225.0
630,2733.5
631,2640.0
632,2535.0
633,3241.5
634,2605.0
635,2134.5
636,2020.5
637,2689.5
638,2538.5
639,2727.0
640,2403.0
641,2385.0
642,1520.5
643,2181.0
644,1452.5
645,1483.5
646,2388.5
647,2014.5
648,2724.5
649,2527.0
650,3050.0
651,2508.5
652,2575.0
653,1855.5
654,2532.0
655,2269.0
656,2348.5
657,1934.0
658,2372.5
659,2323.0
660,1942.5
661,1804.5
662,2013.0
663,2180.0
664,1573.0
665,1257.0
666,1862.0
667,2781.5
668,1870.5
669,1840.5
670,2375.0
671,2082.0
672,2247.0
673,2788.5
674,1723.0
675,2233.5
676,1293.5
677,1174.0
678,-392.0
679,891.5
680,2341.0
681,1338.5
682,-709.0
683,-306.0
684,1287.0
685,1445.0
686,-1047.5
687,747.5
688,1664.5
689,849.5
690,490.0
691,1689.5
692,-1647.0
693,74.0
694,1223.0
695,986.0
696,2100.0
697,1460.0
698,597.5
699,68.5
700,772.0
701,171.5
702,1548.5
703,-75.0
704,1555.0
705,779.5
706,-105.0
707,1660.5
708,2402.5
709,1779.5
710,1333.0
711,1694.0
712,1760.5
713,-160.5
714,637.5
715,1334.5
716,283.0
717,832.5
718,409.5
719,520.5
720,1856.5
721,2066.5
722,1631.5
723,1865.0
724,1263.5
725,2281.0
726,1036.0
727,1130.0
728,1825.5
729,1318.5
730,322.5
731,937.5
732,1030.0
733,1145.5
734,2638.0
735,1447.5
736,682.5
737,1044.0
738,2434.5
739,787.5
740,1175.0
741,1817.5
742,1390.0
743,1974.0
744,2222.5
745,1427.0
746,1550.0
747,2410.5
748,2459.5
749,1522.0
750,2175.5
751,2328.5
752,2055.5
753,3075.5
754,2368.5
755,1575.0
756,2675.5
757,2564.0
758,2509.5
759,2389.0
760,2252.0
761,2699.5
762,2227.5
763,2021.5
764,1680.5
765,2620.0
766,1556.5
767,1843.5
768,1936.0
769,1803.0
770,1702.5
771,2189.5
772,685.5
773,1750.5
774,2256.0
775,2485.0
776,515.0
777,1445.5
778,-71.5
779,1743.0
780,1537.0
781,2356.0
782,701.5
783,1865.0
784,2040.5
785,1977.0
786,519.5
787,1572.0
788,2402.0
789,1637.0
790,1578.5
791,1660.0
792,1932.5
793,1687.5
794,1202.5
795,1327.5
796,2702.5
797,2196.5
798,1792.5
799,1476.0
800,2137.0
801,2424.5
802,2176.5
803,1678.5
804,1910.0
805,1947.0
806,2087.5
807,763.0
808,2529.0
809,1496.0
810,1176.0
811,120.0
812,1846.5
813,1495.0
814,1900.0
815,2956.5
816,2342.5
817,2770.0
818,2085.0
819,1849.0
820,1564.0
821,2774.0
822,2353.0
823,2167.0
824,2354.5
825,1619.0
826,2031.5
827,1451.5
828,1141.0
829,2544.0
830,2686.5
831,2051.5
832,2560.5
833,2354.0
834,1794.5
835,1213.0
836,1337.0
837,1571.0
838,1191.5
839,1854.0
840,1440.5
841,2600.5
842,1558.5
843,1669.0
844,2477.5
845,2045.0
846,2567.5
847,2158.5
848,1795.0
849,1408.5
850,2080.0
851,1572.5
852,1861.0
853,1894.0
854,515.5
855,1278.0
856,997.0
857,1352.0
858,-147.5
859,187.5
860,950.5
861,1666.0
862,2184.0
863,1652.0
864,1692.5
865,2185.5
866,1864.0
867,2294.5
868,2005.0
869,1369.5
870,2279.5
871,1712.5
872,2103.0
873,796.0
874,2317.5
875,2425.0
876,2110.0
877,1784.5
878,1902.5
879,1436.5
880,1734.0
881,1854.5
882,1385.5
883,765.5
884,1571.0
885,984.0
886,1171.0
887,456.0
888,523.0
889,846.0
890,1843.5
891,1416.5
892,1460.0
893,1420.0
894,120.5
895,346.0
896,41.0
897,82.0
898,10.0
899,707.0
900,383.0
901,848.0
902,1055.0
903,1176.5
904,720.0
905,1125.5
906,1827.5
907,1420.5
908,1287.0
909,901.0
910,1575.0
911,295.0
912,835.0
913,1176.0
914,1839.0
915,501.5
916,2267.5
917,1803.0
918,1484.5
919,1676.0
920,1193.0
921,186.0
922,519.0
923,194.0
924,1723.0
925,2143.5
926,642.0
927,1178.5
928,1690.0
929,-213.0
930,1727.5
931,781.5
932,523.5
933,1053.0
934,1508.0
935,1496.5
936,29.0
937,2108.0
938,1235.0
939,955.5
940,699.0
941,1793.5
942,407.0
943,1930.0
944,-293.0
945,678.5
946,403.5
947,-234.0
948,1697.0
949,-147.5
950,1398.5
951,313.5
952,-681.5
953,936.0
954,1162.5
955,629.0
956,-1638.0
957,501.0
958,-393.0
959,1125.0
960,215.0
961,224.0
962,711.5
963,1560.5
964,476.0
965,501.0
966,1363.0
967,836.0
968,1656.5
969,2095.5
970,1067.5
971,1357.0
972,-646.5
973,1140.5
974,1315.0
975,1273.5
976,-1385.0
977,633.0
978,-1897.0
979,-26.5
980,-1262.0
981,-1116.0
982,1873.5
983,-2587.5
984,-922.5
985,-432.0
986,1068.5
987,547.5
988,507.5
989,742.5
990,-374.5
991,1606.5
992,659.0
993,279.5
994,196.5
995,812.5
996,-162.0
997,320.5
998,802.0
999,1119.0
1000,350.0
1001,1887.5
1002,1173.5
1003,-289.0
1004,1282.5
1005,1132.0
1006,1960.5
1007,1027.0
1008,1834.0
1009,728.0
1010,1964.0
1011,1788.5
1012,1560.0
1013,1525.5
1014,1697.0
1015,2042.0
1016,166.0
1017,947.0
1018,1316.0
1019,711.0
1020,1224.0
1021,850.0
1022,1530.5
1023,1020.0
1024,1028.5
1025,917.5
1026,872.0
1027,427.5
1028,24.0
1029,527.5
1030,877.5
1031,-697.0
1032,308.5
1033,1288.0
1034,651.0
1035,-1284.5
1036,953.5
1037,1410.0
1038,715.0
1039,1411.0
1040,-1439.0
1041,1180.0
1042,-871.5
1043,1079.0
1044,507.0
1045,1533.5
1046,797.5
1047,2650.0
1048,1688.0
1049,1428.0
1050,1513.0
1051,1238.0
1052,1025.0
1053,1652.5
