episode,score,epsilon
1,-2989.0,0.995
2,-6987.5,0.990025
3,-1560.0,0.985074875
4,-1242.5,0.9801495006250001
5,-5472.5,0.9752487531218751
6,-2895.5,0.9703725093562657
7,-1861.5,0.9655206468094844
8,-501.0,0.960693043575437
9,-1209.5,0.9558895783575597
10,-5839.0,0.9511101304657719
11,-6064.5,0.946354579813443
12,-4358.5,0.9416228069143757
13,-1477.5,0.9369146928798039
14,-5063.0,0.9322301194154049
15,-3454.5,0.9275689688183278
16,-2160.0,0.9229311239742362
17,-3932.5,0.918316468354365
18,-3693.0,0.9137248860125932
19,-1835.0,0.9091562615825302
20,-56.5,0.9046104802746175
21,-717.5,0.9000874278732445
22,6.0,0.8955869907338783
23,-54.0,0.8911090557802088
24,-2730.5,0.8866535105013078
25,-3970.5,0.8822202429488013
26,-649.5,0.8778091417340573
27,-1145.5,0.8734200960253871
28,-2589.5,0.8690529955452602
29,-1664.5,0.8647077305675338
30,-1056.0,0.8603841919146962
31,-1580.0,0.8560822709551227
32,-306.5,0.851801859600347
33,148.0,0.8475428503023453
34,50.0,0.8433051360508336
35,-180.0,0.8390886103705794
36,-431.0,0.8348931673187264
37,118.5,0.8307187014821328
38,-33.5,0.8265651079747222
39,-0.5,0.8224322824348486
40,-185.5,0.8183201210226743
41,24.0,0.8142285204175609
42,-27.0,0.810157377815473
43,168.0,0.8061065909263957
44,-289.0,0.8020760579717637
45,-593.5,0.798065677681905
46,-237.0,0.7940753492934954
47,-333.5,0.7901049725470279
48,-1754.5,0.7861544476842928
49,67.5,0.7822236754458713
50,-220.5,0.778312557068642
51,-321.5,0.7744209942832988
52,46.0,0.7705488893118823
53,68.5,0.7666961448653229
54,-39.5,0.7628626641409962
55,-816.0,0.7590483508202912
56,-221.5,0.7552531090661897
57,-1358.5,0.7514768435208588
58,113.0,0.7477194593032545
59,-603.5,0.7439808620067382
60,74.5,0.7402609576967045
61,20.0,0.736559652908221
62,235.5,0.7328768546436799
63,-111.0,0.7292124703704616
64,25.0,0.7255664080186093
65,-642.5,0.7219385759785162
66,-192.0,0.7183288830986236
67,-1098.5,0.7147372386831305
68,-146.0,0.7111635524897149
69,-462.0,0.7076077347272662
70,-321.5,0.7040696960536299
71,-82.5,0.7005493475733617
72,-293.0,0.697046600835495
73,-257.5,0.6935613678313175
74,-25.5,0.6900935609921609
75,-4.5,0.6866430931872001
76,-160.0,0.6832098777212641
77,-206.5,0.6797938283326578
78,-96.5,0.6763948591909945
79,-198.5,0.6730128848950395
80,-573.5,0.6696478204705644
81,-129.5,0.6662995813682115
82,113.0,0.6629680834613705
83,-185.5,0.6596532430440636
84,-898.5,0.6563549768288433
85,162.0,0.653073201944699
86,-223.5,0.6498078359349755
87,152.0,0.6465587967553006
88,98.5,0.6433260027715241
89,49.5,0.6401093727576664
90,-163.0,0.6369088258938781
91,-408.0,0.6337242817644086
92,-30.5,0.6305556603555866
93,-168.5,0.6274028820538087
94,-241.5,0.6242658676435396
95,-700.5,0.6211445383053219
96,16.5,0.6180388156137953
97,-3.5,0.6149486215357263
98,-276.5,0.6118738784280476
99,-238.0,0.6088145090359074
100,-222.0,0.6057704364907278
101,-66.0,0.6027415843082742
102,-363.5,0.5997278763867329
103,-106.5,0.5967292370047992
104,-211.0,0.5937455908197752
105,55.5,0.5907768628656763
106,-25.0,0.5878229785513479
107,33.0,0.5848838636585911
108,-69.0,0.5819594443402982
109,-546.0,0.5790496471185967
110,237.0,0.5761543988830038
111,-165.5,0.5732736268885887
112,-270.0,0.5704072587541458
113,-83.0,0.567555222460375
114,-111.0,0.5647174463480732
115,-176.0,0.5618938591163328
116,-83.5,0.5590843898207511
117,-124.0,0.5562889678716474
118,-265.0,0.5535075230322891
119,42.0,0.5507399854171277
120,-180.5,0.547986285490042
121,-406.0,0.5452463540625918
122,-220.0,0.5425201222922789
123,-119.5,0.5398075216808175
124,18.5,0.5371084840724134
125,-196.0,0.5344229416520513
126,-136.0,0.531750826943791
127,-152.0,0.5290920728090721
128,-234.5,0.5264466124450268
129,-300.0,0.5238143793828016
130,-299.5,0.5211953074858876
131,-282.5,0.5185893309484582
132,-255.0,0.5159963842937159
133,-70.5,0.5134164023722473
134,-282.0,0.510849320360386
135,-408.5,0.5082950737585841
136,29.0,0.5057535983897912
137,-293.0,0.5032248303978422
138,-111.0,0.500708706245853
139,-97.0,0.4982051627146237
140,107.5,0.49571413690105054
141,-565.5,0.4932355662165453
142,-388.0,0.4907693883854626
143,-399.5,0.4883155414435353
144,-219.5,0.4858739637363176
145,-448.5,0.483444593917636
146,-26.5,0.4810273709480478
147,-315.5,0.47862223409330756
148,-452.0,0.47622912292284103
149,-312.5,0.4738479773082268
150,-10.5,0.47147873742168567
151,-330.5,0.46912134373457726
152,-93.0,0.46677573701590436
153,-237.0,0.46444185833082485
154,-72.0,0.46211964903917074
155,-72.0,0.4598090507939749
156,-259.0,0.457510005540005
157,-371.0,0.45522245551230495
158,-287.0,0.4529463432347434
159,-186.0,0.4506816115185697
160,-436.5,0.4484282034609769
161,-256.0,0.446186062443672
162,-140.0,0.4439551321314536
163,-632.0,0.4417353564707963
164,-316.5,0.43952667968844233
165,-128.0,0.43732904629000013
166,-311.5,0.4351424010585501
167,-380.5,0.43296668905325736
168,-393.5,0.43080185560799106
169,-247.5,0.4286478463299511
170,-339.0,0.42650460709830135
171,-327.0,0.42437208406280985
172,-348.5,0.4222502236424958
173,-552.0,0.42013897252428334
174,-415.5,0.4180382776616619
175,-308.5,0.4159480862733536
176,-181.0,0.41386834584198684
177,-595.5,0.4117990041127769
178,-391.0,0.40974000909221303
179,-454.5,0.40769130904675194
180,-278.0,0.40565285250151817
181,-351.5,0.4036245882390106
182,-380.5,0.4016064652978155
183,-113.5,0.3995984329713264
184,-325.5,0.3976004408064698
185,63.0,0.39561243860243744
186,-425.5,0.3936343764094253
187,-721.0,0.39166620452737816
188,-357.0,0.3897078735047413
189,-662.0,0.3877593341372176
190,-414.5,0.3858205374665315
191,-521.0,0.38389143477919885
192,-505.5,0.3819719776053028
193,-424.5,0.3800621177172763
194,-498.5,0.37816180712868996
195,-398.5,0.37627099809304654
196,-411.0,0.3743896431025813
197,-389.5,0.37251769488706843
198,-351.5,0.3706551064126331
199,-397.5,0.36880183088056995
200,-275.5,0.3669578217261671
201,-181.0,0.36512303261753626
202,-418.5,0.3632974174544486
203,-562.5,0.3614809303671764
204,-287.5,0.3596735257153405
205,-647.5,0.3578751580867638
206,-515.0,0.35608578229633
207,-352.0,0.3543053533848483
208,-840.5,0.35253382661792404
209,-324.0,0.3507711574848344
210,-774.5,0.34901730169741024
211,-482.5,0.3472722151889232
212,-458.0,0.3455358541129786
213,-255.5,0.3438081748424137
214,-589.0,0.3420891339682016
215,-467.0,0.3403786882983606
216,-439.0,0.3386767948568688
217,-379.5,0.33698341088258443
218,-626.0,0.3352984938281715
219,-356.0,0.33362200135903064
220,-667.5,0.33195389135223546
221,-465.5,0.3302941218954743
222,-322.5,0.32864265128599696
223,-524.5,0.326999438029567
224,-360.0,0.3253644408394192
225,-309.0,0.3237376186352221
226,-437.0,0.322118930542046
227,-589.5,0.32050833588933575
228,-586.0,0.31890579420988907
229,-368.0,0.3173112652388396
230,-418.5,0.3157247089126454
231,-687.0,0.3141460853680822
232,-454.0,0.3125753549412418
233,-1079.5,0.31101247816653554
234,-513.5,0.30945741577570285
235,-428.0,0.3079101286968243
236,-554.5,0.3063705780533402
237,-472.5,0.30483872516307353
238,-698.0,0.3033145315372582
239,-354.5,0.3017979588795719
240,-513.0,0.30028896908517405
241,-954.5,0.2987875242397482
242,-524.5,0.29729358661854943
243,-426.0,0.29580711868545667
244,-648.0,0.2943280830920294
245,-318.0,0.29285644267656924
246,-487.5,0.2913921604631864
247,-674.5,0.28993519966087045
248,-479.0,0.2884855236625661
