episode,score
1,-9787.0
2,-2087.5
3,-2980.0
4,-2698.5
5,-3759.5
6,-3597.5
7,-3606.5
8,-1520.0
9,-4114.0
10,-4101.0
11,-4763.0
12,-2668.5
13,-742.5
14,-5866.5
15,-3704.0
16,-1254.5
17,1004.0
18,-455.5
19,-3406.0
20,-997.5
21,-247.0
22,-812.5
23,-1488.5
24,-1441.5
25,-894.0
26,-396.0
27,-587.0
28,502.0
29,325.5
30,371.5
31,-1875.0
32,-1588.5
33,-1147.0
34,933.0
35,-661.5
36,-2240.5
37,-316.0
38,1545.5
39,-1725.5
40,-1135.0
41,789.5
42,2.5
43,-845.0
44,835.0
45,-208.5
46,-30.5
47,-717.5
48,34.0
49,1819.0
50,-966.0
51,318.0
52,242.5
53,529.5
54,-707.0
55,1274.5
56,-1424.5
57,-1241.0
58,-2537.5
59,-1425.5
60,-975.5
61,-1769.5
62,-573.5
63,-1704.5
64,-1218.5
65,-3563.5
66,-2918.0
67,-1852.0
68,-702.0
69,-1258.5
70,-461.0
71,-1377.0
72,-704.0
73,-1189.5
74,-1111.0
75,-936.0
76,-1355.0
77,-2896.0
78,-1302.0
79,-3872.0
80,-220.0
81,-3199.5
82,-1354.0
83,-1751.0
84,-1490.5
85,-2084.0
86,-1277.0
87,-1476.0
88,-543.5
89,-1505.5
90,-2254.0
91,-2086.5
92,-217.5
93,-1753.0
94,-1036.0
95,-1990.5
96,-2350.0
97,-2749.0
98,-2239.0
99,-2432.0
100,-989.5
101,-2023.5
102,-1645.5
103,-1793.5
104,-466.0
105,-2035.0
106,-2104.5
107,-2434.0
108,-2031.5
109,-1880.5
110,-3208.0
111,-1185.0
112,-486.0
113,-2390.0
114,-2201.5
115,-163.5
116,-1370.5
117,-1624.5
118,-1007.0
119,-1144.5
120,-556.0
121,-1027.0
122,-1773.0
123,-943.0
124,-812.0
125,-611.0
126,-436.0
127,-658.5
128,-1689.5
129,-1581.5
130,-273.0
131,-1653.5
132,-973.0
133,-2197.5
134,-1638.5
135,-733.0
136,-1846.0
137,-795.0
138,-566.0
139,-2305.0
140,-516.0
141,-248.0
142,-2622.5
143,-1419.0
144,-1025.0
145,-681.0
146,-448.5
147,-2156.0
148,-892.5
149,-1887.5
150,-1643.0
151,-813.0
152,-1109.0
153,-1195.5
154,-2213.0
155,-2197.0
156,-1188.5
157,-2137.5
158,-380.5
159,-1113.0
160,-83.0
161,-1200.0
162,-1660.0
163,212.5
164,-1064.5
165,-1523.5
166,-286.0
167,-328.5
168,-1659.5
169,-1704.0
170,-2390.5
171,-833.0
172,161.5
173,-547.5
174,-606.5
175,-1042.0
176,-1197.5
177,-140.5
178,-944.5
179,-430.5
180,-553.0
