episode,score
1,-3724.5
2,-1302.0
3,-1903.5
4,-1347.5
5,-3437.0
6,-1093.0
7,-1044.0
8,-1608.5
9,-2510.0
10,-678.0
11,-763.5
12,-1040.5
13,-1125.0
14,-1387.5
15,-1668.0
16,-1126.0
17,-1012.0
18,-954.0
19,-1138.5
20,-752.5
21,-676.5
22,-1026.5
23,-1029.5
24,-587.0
25,-1066.0
26,-942.5
27,-737.5
28,-267.0
29,-1066.5
30,-980.0
31,-675.0
32,-871.0
33,-698.0
34,-904.0
35,-988.0
36,-506.0
37,-747.0
38,-599.5
39,-626.5
40,-793.5
41,-494.0
42,-673.0
43,-851.5
44,-850.0
45,-944.0
46,-649.0
47,-470.5
48,-812.0
49,-496.5
50,-764.0
51,-703.5
52,-552.0
53,-225.5
54,-721.5
55,-723.0
56,-867.0
57,-619.5
58,-751.5
59,-738.5
60,-374.5
61,-450.0
62,-716.5
63,-546.5
64,-492.0
65,-687.0
66,-736.0
67,-846.5
68,-789.5
69,-761.5
70,-842.0
71,-743.0
72,-766.5
73,-721.5
74,-376.0
75,-375.5
76,-437.5
77,-588.5
78,-758.5
79,-931.0
80,-874.5
81,-735.5
82,-621.5
83,-673.5
84,-781.0
85,-944.5
86,-471.0
87,-908.0
88,-250.5
89,-645.0
90,-487.5
91,-505.0
92,-843.0
93,-827.5
94,-869.0
95,-442.0
96,-541.0
97,-477.5
98,-826.0
99,-688.0
100,-364.0
101,-276.0
102,-339.0
103,-774.5
104,-510.0
105,-502.5
106,-391.0
107,-756.5
108,-247.0
109,-938.5
110,-568.0
111,-720.5
112,-724.5
113,-533.5
114,-783.0
115,-434.5
116,-518.0
117,-299.0
118,-931.5
119,-522.0
120,-582.0
121,-632.5
122,-289.0
123,-680.0
124,-348.5
125,-652.5
126,-606.5
127,-554.5
128,-480.5
129,-832.0
130,-351.0
131,-545.5
132,-910.0
133,-449.5
134,-538.0
135,-647.0
136,-667.0
137,-606.0
138,-1051.0
139,-633.0
140,-1110.5
141,-302.0
142,-731.5
143,-582.0
144,-379.5
145,-472.5
146,-470.5
147,-709.5
148,-391.5
149,-733.0
150,-494.0
151,-494.5
152,-526.5
153,-879.5
154,-869.0
155,-840.5
156,-518.0
157,-809.0
158,-346.5
159,-251.5
160,-525.5
161,-551.5
162,-502.5
163,-926.0
164,-482.5
165,-583.5
166,-1073.5
167,-697.0
168,-801.0
169,-697.5
170,-743.5
171,-793.0
172,-355.0
173,-757.5
174,-693.5
175,-633.0
176,-728.5
177,-926.0
178,-871.5
179,-605.0
180,-750.0
181,-402.0
182,-453.0
183,-514.0
184,-847.5
185,-472.5
186,-775.5
187,-494.0
188,-459.5
189,-621.5
190,-927.5
191,-757.0
192,-366.5
193,-528.0
194,-683.0
195,-290.0
196,-873.0
197,-571.5
198,-570.0
199,-559.0
200,-619.5
201,-597.5
202,-750.0
203,-490.5
204,-541.0
205,-728.0
206,-579.5
207,-553.0
208,-543.0
209,-351.0
210,-627.5
211,-552.0
212,-735.0
213,-638.5
214,-597.5
215,-540.0
216,-603.5
217,-820.5
218,-725.5
219,-439.5
220,-539.0
221,-827.5
222,-552.0
223,-632.0
224,-725.0
225,-428.0
226,-488.5
227,-599.0
228,-901.0
229,-737.5
230,-430.0
231,-451.5
232,-641.5
233,-805.5
234,-427.5
235,-624.5
236,-603.5
237,-904.5
238,-483.5
239,-504.5
240,-717.5
241,-332.5
242,-763.0
243,-565.5
244,-818.5
245,-855.5
246,-635.5
247,-487.0
248,-656.5
249,-535.0
250,-483.0
251,-719.0
252,-351.0
253,-381.0
254,-1224.5
255,-545.5
256,-558.5
257,-645.0
258,-836.0
259,-824.5
260,-301.5
261,-565.0
262,-473.0
263,-343.0
264,-670.0
265,-437.5
266,-597.0
267,-454.0
268,-777.5
269,-620.0
270,-480.0
271,-886.0
272,-377.5
273,-602.5
274,-326.5
275,-942.5
276,-472.0
277,-525.5
278,-710.5
279,-527.0
280,-811.0
281,-673.0
282,-658.5
283,-751.0
284,-545.5
285,-489.0
286,-528.0
287,-655.0
288,-702.5
289,-462.5
290,-512.5
291,-624.5
292,-608.0
293,-646.0
294,-524.0
295,-774.5
296,-494.5
297,-581.5
298,-466.0
299,-595.5
300,-824.5
301,-777.5
302,-600.0
303,-493.0
304,-637.0
305,-520.0
306,-792.0
307,-720.5
308,-467.0
309,-770.0
310,-565.0
311,-792.5
312,-545.0
313,-777.0
314,-830.0
315,-1033.5
316,-570.0
317,-746.0
318,-446.0
319,-740.5
320,-720.0
321,-635.0
322,-815.0
323,-433.5
324,-948.5
325,-578.5
326,-498.5
327,-761.5
328,-1059.0
329,-722.5
330,-663.0
331,-876.5
332,-538.5
333,-711.5
334,-859.5
335,-664.5
336,-489.0
337,-932.0
338,-516.0
339,-512.5
340,-442.5
341,-696.5
342,-1011.0
343,-727.5
344,-684.5
345,-725.5
346,-886.5
347,-647.5
348,-978.5
349,-922.5
350,-639.5
351,-629.5
352,-630.5
353,-731.0
354,-941.0
355,-385.5
356,-312.0
357,-688.5
358,-414.0
359,-906.5
360,-543.0
361,-468.0
362,-609.0
363,-691.5
364,-669.5
365,-838.5
366,-589.5
367,-586.5
368,-736.5
369,-751.0
370,-791.5
371,-797.0
372,-681.0
373,-523.5
374,-671.5
375,-644.5
376,-684.0
377,-894.0
378,-827.5
379,-989.5
380,-748.5
381,-890.0
382,-722.0
383,-629.0
384,-628.0
385,-417.5
386,-705.5
387,-801.5
388,-735.5
389,-892.0
390,-481.5
391,-651.5
392,-707.5
393,-856.0
394,-757.5
395,-660.0
396,-459.0
397,-404.5
398,-480.0
399,-568.5
400,-726.0
401,-374.0
402,-628.5
