episode,score
1,-3169.5
2,-1407.0
3,-4681.0
4,-2583.0
5,-3404.5
6,-1339.0
7,-1842.0
8,-3459.5
9,-798.5
10,-1688.0
11,-639.5
12,-1475.5
13,-1548.5
14,-303.5
15,-1248.5
16,-638.0
17,-1156.0
18,-803.5
19,-499.0
20,-714.5
21,-864.5
22,-1052.5
23,-241.5
24,-731.5
25,-383.0
26,-356.0
27,-760.0
28,-278.0
29,-444.5
30,-568.0
31,-387.5
32,-82.5
33,-194.0
34,-139.0
35,-464.5
36,-61.5
37,-235.0
38,-455.0
39,-533.5
40,-373.0
41,-347.0
42,-255.0
43,-329.5
44,-189.0
45,-377.0
46,-395.5
47,-591.5
48,-443.5
49,-450.0
50,-257.5
51,-190.0
52,-622.5
53,-174.0
54,-330.0
55,-350.5
56,-319.5
57,-359.5
58,-415.5
59,78.0
60,-367.0
61,-425.5
62,-551.5
63,-335.5
64,-280.5
65,-332.5
66,-284.0
67,-438.0
68,-402.0
69,-433.0
70,-558.5
71,-387.5
72,-488.0
73,-411.0
74,-361.5
75,-432.5
76,-238.0
77,-262.5
78,-373.5
79,-377.0
80,-171.5
81,-624.0
82,-112.5
83,-699.5
84,-325.5
85,-312.5
86,-331.5
87,-506.5
88,-271.0
89,-431.5
90,-439.5
91,-580.5
92,-614.5
93,-430.5
94,-125.0
95,-222.0
96,-201.5
97,-400.0
98,-729.5
99,-254.0
100,-451.5
101,-384.0
102,-564.5
103,-387.0
104,-456.5
105,-262.0
106,-158.0
107,-256.0
108,-429.5
109,-240.5
110,-345.0
111,-100.5
112,-644.0
113,-351.5
114,-193.5
115,-228.5
116,-429.0
117,-482.0
118,-291.0
119,-320.0
120,-293.5
121,-229.5
122,-439.5
123,-86.5
124,-452.0
125,-600.0
126,-428.0
127,-198.0
128,-746.0
129,-242.5
130,-510.5
131,-323.5
132,-547.5
133,-591.5
134,-384.5
135,-359.5
136,-277.5
137,-301.5
138,-328.5
139,-398.0
140,-419.0
141,-324.5
142,-480.5
143,-208.0
144,-337.5
145,-384.5
146,-447.5
147,-524.0
148,-233.0
149,-417.5
150,-338.0
151,-377.5
152,-437.0
153,-472.0
154,-201.0
155,-530.5
156,-304.5
157,-682.5
158,-432.0
159,-563.5
160,-677.0
161,-457.5
162,-443.0
163,-366.0
164,-352.0
165,-406.5
166,-442.0
167,-364.5
168,-403.5
169,-372.5
170,-196.5
171,-366.0
172,-129.5
173,-327.0
174,-414.5
175,-505.5
176,-422.5
177,-274.5
178,-372.0
179,-218.0
180,-361.5
181,-557.0
182,-366.0
183,-367.0
184,-434.0
185,-316.0
186,-242.0
187,-548.0
188,-222.0
189,-463.5
190,-246.5
191,-534.0
192,-586.5
193,-490.5
194,-354.5
195,-403.0
196,-433.5
197,-310.0
198,-339.0
199,-447.0
200,-517.5
201,-333.0
202,-415.5
203,-446.5
204,-259.5
205,-440.0
206,-304.5
207,-601.5
208,-375.5
209,-508.5
210,-357.5
211,-382.5
212,-308.0
213,-303.5
214,-470.5
215,-465.0
216,-378.0
217,-312.0
218,-347.0
219,-265.5
220,-294.5
221,-464.0
222,-488.0
223,-381.5
224,-294.5
225,-600.0
226,-343.0
227,-355.5
228,-393.0
229,-562.0
230,-577.0
231,-334.0
232,-478.0
233,-480.0
234,-388.0
235,-612.0
236,-272.5
237,-207.5
238,-358.0
239,-141.0
240,-424.0
241,-458.0
242,-617.5
243,-519.5
244,-434.5
245,-499.0
246,-360.0
247,-399.5
248,-561.0
249,-429.0
250,-550.0
251,-654.0
252,-623.5
253,-485.5
254,-384.0
255,-676.5
256,-627.0
257,-306.5
258,-379.5
259,-471.0
260,-400.0
261,-487.0
262,-432.0
263,-255.5
264,-495.5
265,-232.0
266,-615.0
267,-423.0
268,-236.5
269,-417.0
270,-543.5
271,-403.5
272,-454.0
273,-268.5
274,-612.0
275,-535.5
276,-269.0
277,-461.0
278,-403.5
279,-364.5
280,-454.0
281,-189.0
282,-475.5
283,-422.0
284,-289.5
285,-627.0
286,-432.5
287,-638.5
288,-284.0
289,-150.0
290,-294.5
291,-458.5
292,-357.5
293,-231.0
294,-224.5
295,-437.0
296,-336.5
297,-396.0
298,-334.0
299,-445.5
300,-394.0
301,-319.0
302,-299.5
303,-576.5
304,-398.0
305,-620.0
306,-464.5
307,-248.0
308,-553.0
309,-624.0
310,-413.5
311,-355.5
312,-313.5
313,-480.0
314,-742.0
315,-339.0
316,-293.0
317,-285.5
318,-627.0
319,-303.0
320,-303.5
321,-502.0
322,-308.0
323,-473.5
324,-290.5
325,-457.0
326,-494.0
327,-556.5
328,-288.0
329,-415.0
330,-339.5
331,-361.0
332,-372.0
333,-315.0
334,-492.0
335,-328.5
336,-485.0
337,-709.0
338,-400.5
339,-389.5
340,-441.0
341,-630.5
342,-355.0
343,-456.5
344,-472.5
345,-358.5
346,-211.0
347,-448.5
348,-576.0
349,-419.5
350,-323.0
351,-337.0
352,-339.5
353,-469.0
354,-460.5
355,-596.5
356,-604.0
357,-576.5
358,-540.0
359,-436.0
360,-521.0
361,-637.0
362,-447.5
363,-709.5
364,-677.0
365,-471.0
366,-425.0
367,-413.5
368,-381.0
369,-389.0
370,-494.0
371,-535.5
372,-708.5
373,-381.5
374,-574.0
375,-394.5
376,-357.0
377,-687.0
378,-611.5
379,-588.5
380,-384.0
381,-528.0
382,-619.0
383,-356.5
384,-445.5
385,-608.5
386,-557.0
387,-675.0
388,-494.5
389,-460.0
390,-668.0
391,-498.5
392,-666.0
393,-609.5
394,-606.5
395,-366.5
396,-542.5
397,-476.0
398,-654.0
399,-452.5
400,-336.0
401,-482.5
402,-435.0
403,-530.5
404,-434.0
405,-504.5
406,-602.0
407,-552.0
408,-379.0
409,-597.0
410,-580.0
411,-485.0
412,-372.5
413,-451.0
414,-710.5
415,-389.5
416,-451.5
417,-677.5
418,-487.5
419,-328.5
420,-476.5
421,-529.5
422,-518.5
423,-624.5
424,-606.0
425,-493.5
426,-392.0
427,-433.5
428,-411.5
429,-613.5
430,-593.0
431,-518.5
432,-564.0
433,-476.5
434,-673.0
435,-453.0
436,-327.0
437,-370.0
438,-517.0
439,-420.5
440,-553.0
441,-682.5
442,-364.5
443,-699.5
444,-576.0
445,-682.0
446,-569.5
447,-607.0
448,-547.0
449,-564.0
450,-421.0
451,-506.5
452,-286.0
453,-366.0
454,-396.5
455,-599.0
456,-323.5
457,-482.5
458,-566.5
459,-282.0
460,-407.5
461,-723.0
462,-444.5
463,-428.0
464,-463.5
465,-472.0
466,-833.0
467,-390.0
468,-472.5
469,-413.0
470,-601.0
471,-441.0
472,-460.5
473,-523.5
474,-510.0
475,-578.5
476,-266.5
477,-589.5
478,-428.5
479,-680.0
480,-463.0
481,-588.5
482,-482.5
483,-353.5
484,-617.5
485,-543.5
486,-484.0
487,-562.0
488,-511.5
489,-631.0
490,-677.0
491,-353.0
492,-395.5
493,-496.5
494,-390.0
495,-544.5
496,-494.5
497,-455.5
498,-707.0
499,-581.5
500,-576.5
501,-522.0
