episode,score
1,-1353.0
2,-2331.0
3,-1433.5
4,-4581.5
5,-2797.0
6,-1364.5
7,-1503.0
8,-2453.0
9,-829.0
10,7.5
11,-935.5
12,-789.0
13,-708.0
14,-196.0
15,-219.0
16,-565.0
17,-161.0
18,-344.5
19,-159.0
20,-442.5
21,-249.5
22,-173.5
23,242.0
24,-361.5
25,-104.5
26,86.5
27,-6.0
28,-173.0
29,-140.5
30,-75.0
31,123.0
32,182.0
33,-80.5
34,-278.0
35,83.5
36,269.0
37,-112.0
38,69.5
39,7.5
40,-59.0
41,107.0
42,-182.5
43,179.0
44,92.0
45,21.5
46,26.0
47,-123.5
48,-1.5
49,-8.5
50,43.0
51,10.0
52,-283.5
53,-16.0
54,231.0
55,-116.0
56,26.0
57,-47.0
58,-161.5
59,62.5
60,313.5
61,111.0
62,-72.5
63,189.0
64,249.0
65,254.5
66,-40.0
67,-81.5
68,-32.5
69,168.5
70,263.5
71,62.0
72,-123.0
73,242.0
74,216.0
75,188.5
76,-27.0
77,53.0
78,152.5
79,85.5
80,2.5
81,-125.5
82,81.0
83,28.0
84,-2.0
85,109.5
86,77.5
87,-76.5
88,-40.5
89,-52.0
90,-6.5
91,81.0
92,-39.0
93,105.0
94,19.0
95,-133.5
96,262.0
97,113.0
98,-10.5
99,-45.0
100,259.0
101,186.0
102,-58.5
103,97.0
104,-100.5
105,-95.0
106,-56.5
107,57.5
108,98.5
109,-40.0
110,286.0
111,-17.5
112,194.5
113,-89.0
114,-107.0
115,204.0
116,12.0
117,17.0
118,-107.5
119,-41.0
120,12.0
121,191.5
122,-37.0
123,-192.0
124,24.0
125,218.0
126,84.0
127,266.5
128,60.5
129,122.5
130,-222.0
131,193.0
132,-82.5
133,328.0
134,178.0
135,88.5
136,52.0
137,-86.0
138,159.5
139,138.5
140,-30.5
141,226.5
142,239.0
143,66.0
144,21.0
145,-14.5
146,-15.0
147,60.0
148,40.0
149,-69.0
150,127.0
151,60.0
152,86.5
153,65.5
154,117.0
155,-57.5
156,-103.0
157,-94.0
158,-52.0
159,-36.0
160,-54.0
161,-52.0
162,128.0
163,-52.0
164,83.0
165,15.5
166,-105.0
167,153.5
168,135.0
169,-107.5
170,-21.5
171,6.0
172,-204.0
173,81.5
174,-29.0
175,-36.5
176,67.0
177,238.0
178,-22.5
179,97.0
180,70.0
181,180.5
182,123.0
183,0.0
184,92.0
185,159.0
186,87.0
187,36.0
188,41.0
189,245.0
190,-14.0
191,241.0
192,111.0
193,6.5
194,-66.5
195,85.0
196,-113.0
197,129.0
198,-80.0
199,114.0
200,3.5
201,135.0
202,147.0
203,19.5
204,2.0
205,119.0
206,-38.0
207,157.0
208,45.0
209,147.5
210,-15.0
211,12.0
212,56.5
213,46.5
214,-108.5
215,41.5
216,69.0
217,69.5
218,115.0
219,68.5
220,8.5
221,-34.0
222,176.0
223,12.0
224,65.5
225,164.0
226,-75.0
227,187.5
228,-271.0
229,85.0
230,71.5
231,152.5
232,165.0
233,179.5
234,-64.5
235,56.0
236,253.0
237,23.5
238,262.5
239,270.0
240,84.5
241,133.0
242,44.0
243,281.5
244,116.0
245,123.5
246,116.5
247,8.5
248,101.5
249,216.0
250,93.5
251,-16.0
252,-355.5
253,16.0
254,267.0
255,46.0
256,154.5
257,162.0
258,-50.0
259,162.0
260,105.5
261,45.5
262,147.5
263,-46.5
264,157.0
265,111.0
266,279.0
267,11.0
268,13.0
269,50.5
270,274.0
271,49.0
272,37.5
273,6.0
274,224.5
275,14.5
276,20.5
277,118.0
278,15.0
279,-147.5
280,-28.0
281,-55.0
282,134.5
283,245.5
284,208.0
285,180.0
286,168.0
287,-38.0
288,-179.5
289,139.0
290,-39.5
291,113.5
292,264.0
293,116.0
294,68.5
295,132.0
296,109.0
297,191.5
298,304.0
299,90.0
300,194.0
301,124.0
302,86.5
303,213.5
304,-199.5
305,-22.0
306,140.5
307,27.0
308,240.5
309,40.5
310,177.5
311,189.5
312,116.0
313,13.0
314,-14.0
315,-31.5
316,-188.0
317,286.5
318,31.0
319,-9.0
320,127.5
321,149.5
322,57.5
323,104.5
324,93.0
325,249.5
326,245.0
327,121.5
328,129.5
329,32.0
330,196.0
331,177.5
332,124.5
333,165.0
334,246.0
335,-150.5
336,-6.5
337,217.0
338,184.5
339,53.5
340,200.0
341,-246.0
342,101.5
343,271.5
344,146.0
345,29.5
346,121.5
347,401.0
348,175.0
349,160.5
350,151.5
351,318.5
352,33.5
353,53.5
354,290.0
355,124.5
356,66.5
357,233.5
358,145.0
359,85.0
360,280.5
361,132.5
362,128.5
363,2.5
364,34.5
365,62.0
366,165.0
367,229.5
368,250.0
369,-3.5
370,181.0
371,112.0
372,125.5
373,82.5
374,133.0
375,-138.5
376,334.0
377,126.0
378,-20.5
379,67.0
380,170.5
381,175.0
382,102.5
383,223.0
384,35.5
385,209.0
386,115.0
387,24.0
388,260.5
389,253.5
390,263.0
391,26.0
392,250.0
393,79.0
394,37.0
395,241.0
396,198.0
397,286.0
398,-127.0
399,225.0
400,460.5
401,192.5
402,96.0
403,285.0
404,78.5
405,182.0
406,103.0
407,-49.5
408,155.0
409,186.0
410,271.0
411,163.0
412,240.5
413,-67.5
414,128.0
415,309.5
416,372.0
417,36.0
418,248.5
419,287.0
420,194.5
421,151.0
422,306.5
423,274.0
424,90.5
425,220.5
426,186.5
427,211.5
428,98.0
429,-11.5
430,169.5
431,163.5
432,164.0
433,188.5
434,154.0
435,279.5
436,237.5
437,480.0
438,381.5
439,132.0
440,231.5
441,175.0
442,366.5
443,292.5
444,255.0
445,222.0
446,124.5
447,185.0
448,182.5
449,216.0
450,202.5
451,278.5
452,162.5
453,287.5
454,210.0
455,190.0
456,319.5
457,117.5
458,88.5
459,263.5
460,171.5
461,369.5
462,186.5
463,305.0
464,246.0
465,311.5
466,305.0
467,21.0
468,262.0
469,288.5
470,242.5
471,301.0
472,401.0
473,301.5
474,275.5
475,220.5
476,261.5
477,347.5
478,352.5
479,320.0
480,220.0
481,251.0
482,366.0
483,238.5
484,72.5
485,22.5
486,422.0
487,400.0
488,332.0
489,339.5
490,351.5
491,357.0
492,256.5
493,303.5
494,51.0
495,225.5
496,413.0
497,153.0
498,381.5
499,356.5
500,449.5
