episode,score
1,-2677.5
2,-9976.5
3,-6173.0
4,-4874.5
5,-7715.0
6,-4702.0
7,-7663.5
8,-3958.5
9,-4787.5
10,-1493.5
11,-2219.0
12,-2666.5
13,-2870.0
14,-2869.5
15,-3703.5
16,-3587.5
17,-1160.5
18,-4185.0
19,-4680.5
20,-690.0
21,-3512.0
22,-5730.5
23,-3603.5
24,-4913.5
25,-1201.5
26,-2833.5
27,-2722.5
28,-4270.0
29,-3394.5
30,-5463.0
31,-4925.5
32,-3911.5
33,-3182.5
34,-3804.5
35,-2817.5
36,-1520.5
37,-5362.5
38,-3756.5
39,-5402.5
40,-1485.5
41,-2832.0
42,-2006.5
43,-1990.0
44,-4174.0
45,-3206.5
46,-4838.5
47,-3024.0
48,-4552.5
49,-523.0
50,-2507.5
51,-2264.0
52,-3658.0
53,-4924.5
54,-3394.5
55,-933.5
56,-2336.5
57,-2222.0
58,-1928.5
59,-3201.0
60,-778.5
61,-2733.0
62,-829.0
63,-2076.5
64,-2462.0
65,-3448.0
66,-4203.5
67,-5544.5
68,-3685.5
69,-4199.0
70,-3434.5
71,-5043.5
72,-4635.0
73,-3335.0
74,-5430.5
75,-4695.0
76,-5577.5
77,-6479.5
78,-4740.5
79,-4136.5
80,-5745.0
81,-4256.5
82,-4624.5
83,-3257.5
84,-4039.0
85,-5973.0
86,-3507.5
87,-3466.0
88,-3369.5
89,-6416.0
90,-5156.0
91,-3781.5
92,-1106.0
93,-3553.5
94,-5371.0
95,-4089.0
96,-3387.5
97,-1789.0
98,-1728.0
99,-2141.5
100,-3576.5
101,-2649.5
102,-1364.0
103,-1907.0
104,-1176.0
105,-2138.5
106,-171.0
107,-222.0
108,-3037.0
109,-1287.5
110,-2365.0
111,-1372.0
112,-1289.5
113,-1861.5
114,132.5
115,-2028.5
116,-1030.0
117,656.0
118,-9.0
119,-1214.0
120,-728.5
121,-556.0
122,-1032.5
123,-458.5
124,-35.0
125,-480.0
126,-1221.0
127,-1345.0
128,-835.0
129,-1126.5
130,918.5
131,-1419.5
132,-321.5
133,-1395.0
134,-323.0
135,-1143.0
136,-1981.5
137,-1809.0
138,-954.0
139,-830.5
140,-1124.0
141,-1121.5
142,-2524.5
143,-2004.0
144,-988.5
145,161.5
146,-484.0
147,-1539.5
148,-744.0
149,-1197.0
150,-794.5
151,-2861.0
152,-1250.5
153,-1099.5
154,-646.0
155,-2526.5
156,-1942.5
157,-1488.5
158,-2569.5
159,-2563.0
160,-2303.0
161,-983.0
162,-1106.0
163,-3920.0
164,-1791.5
165,-3233.0
166,-3387.5
167,-2254.5
168,-2661.5
169,-1643.5
170,-3133.5
171,-3188.0
172,-1661.0
173,-2374.0
174,-2794.0
175,-1879.5
176,-1294.5
177,-1694.0
178,-1346.0
179,-1282.0
180,-180.5
181,-646.0
182,-972.5
183,-1066.5
184,-1410.5
185,-669.0
186,-280.0
187,-883.0
188,-501.0
189,53.5
190,-149.0
191,606.5
192,-170.0
193,437.5
194,52.5
195,-1023.0
196,125.5
197,636.0
198,-593.5
199,-762.0
200,58.5
201,-95.5
202,347.0
203,371.0
204,777.5
205,-858.5
206,951.0
207,1048.0
208,966.0
209,842.0
210,1701.5
211,171.5
212,367.0
213,937.0
214,388.0
215,1336.5
216,557.5
217,1293.5
218,323.0
219,84.0
220,372.5
221,1496.0
222,922.5
223,-95.5
224,-498.0
225,-10.0
226,-281.5
227,1396.0
228,-285.5
229,479.0
230,132.5
231,163.5
232,1441.5
233,-132.0
234,-239.0
235,787.0
236,358.0
237,783.0
238,-758.5
239,637.0
240,-377.0
241,1029.5
242,-509.5
243,1479.5
244,-80.0
245,936.5
246,204.0
247,299.5
248,1304.0
249,683.0
250,-316.0
251,1201.5
252,1289.0
253,1369.5
254,995.0
255,670.0
256,101.0
257,1799.5
258,818.5
259,1784.5
260,616.5
261,589.5
262,1074.5
263,1441.5
264,1123.0
265,118.0
266,681.0
267,622.0
