episode,score
1,311.5
2,-4600.5
3,-312.0
4,-2669.0
5,-4828.5
6,-901.5
7,-5318.0
8,-2979.5
9,-1808.0
10,-4111.0
11,-650.5
12,-9737.5
13,-8593.5
14,-5701.0
15,-8497.5
16,-7642.5
17,-8704.0
18,-8562.0
19,-6579.5
20,-6521.5
21,-4623.5
22,-7992.0
23,-9498.5
24,-6816.0
25,-7398.0
26,-6109.0
27,-5810.0
28,-6993.5
29,-8551.0
30,-6603.5
31,-10004.0
32,-7672.5
33,-5252.5
34,-7179.0
35,-8431.0
36,-4071.5
37,-7292.0
38,-6229.5
39,-6645.0
40,-4283.0
41,-1414.5
42,-925.0
43,-3298.0
44,-5366.0
45,-5339.5
46,-3750.0
47,-4099.5
48,-1410.0
49,-2432.5
50,-2071.0
51,-2865.5
52,-3524.0
53,-2768.0
54,-4035.5
55,-1803.5
56,-1415.0
57,-1593.0
58,-3005.0
59,-2148.5
60,-2110.5
61,-2425.0
62,-1842.0
63,-392.0
64,-2858.0
65,-1750.0
66,-828.0
67,-1471.5
68,-2316.5
69,-2269.0
70,-2092.0
71,-1178.5
72,-2277.0
73,-1666.0
74,-2553.0
75,-667.5
76,-2496.5
77,-2274.5
78,-3110.5
79,-1477.0
80,-2067.0
81,-4248.0
82,-3085.5
83,-4448.0
84,-3412.0
85,-2871.5
86,-6558.5
87,-3926.0
88,-2246.0
89,-6645.5
90,-4596.0
91,-6338.0
92,-3186.0
93,-4672.5
94,-6619.0
95,-3292.0
96,-4557.0
97,-3785.0
98,-3164.0
99,-2400.0
100,-2409.0
101,-2070.5
102,-2244.5
103,-2440.5
104,-3181.5
105,-2205.0
106,-1193.5
107,-330.5
108,-2898.0
109,-1210.0
110,-1056.0
111,-1351.0
112,-2272.5
113,-665.0
114,-1230.0
115,-1696.5
116,-2556.0
117,-2493.0
118,-1221.5
119,-565.5
120,-1502.0
121,-3133.5
122,-3759.5
123,-1502.5
124,-950.0
125,-1269.0
126,-2237.0
127,-1961.5
128,-1690.0
129,-2156.0
130,-254.0
131,-1396.0
132,-1041.0
133,-786.0
134,-500.5
135,-2268.5
136,-772.0
137,-912.0
138,-580.0
139,-1545.5
140,-56.0
141,-1777.5
142,-2239.5
143,-414.5
144,-1237.0
145,-1911.0
146,-913.5
147,-757.5
148,-831.5
149,-1908.5
150,-163.5
151,-1901.5
152,-1506.5
153,-701.0
154,-750.5
155,-2012.5
156,-1832.5
157,-1170.0
158,-1150.5
159,-62.5
160,-386.0
161,-489.5
162,-819.5
163,-2287.5
164,-1055.5
165,-1644.0
166,-3155.5
167,-1992.0
168,-2296.5
169,-2220.0
170,-1469.0
171,-2217.0
172,-2708.0
173,-1190.5
174,-2546.5
175,-2013.5
176,-1209.0
177,-1927.5
178,-1400.0
179,-1333.0
180,-1176.5
181,-1290.0
182,-585.5
183,-262.0
184,-735.5
185,-1069.5
186,-1463.5
187,-2088.0
188,-2014.0
189,-2719.0
190,-3464.0
191,-1592.5
192,-1449.5
193,-2083.5
194,-651.5
195,-1208.5
196,-614.0
197,-561.5
198,-1372.0
199,-930.0
200,-810.5
201,-1684.0
202,-992.0
203,-333.0
204,-1193.5
205,-1492.0
206,-987.5
207,-778.5
208,-1075.0
209,-960.0
210,-295.0
211,-1297.5
212,-1960.0
213,-1924.5
214,-2327.0
215,-1057.5
216,-2350.5
217,-1327.0
218,-1740.5
219,-1594.5
220,-2973.5
221,-458.5
222,-1136.5
223,-1550.0
224,-1657.0
225,-1824.0
226,-1307.5
227,-76.5
228,-539.0
229,466.5
230,-146.5
231,-1114.5
232,-303.0
233,-455.5
234,-1552.0
235,-111.5
236,-1788.0
237,-1544.0
238,-2038.0
239,-821.0
240,-830.5
241,-734.0
242,-790.0
243,-1724.5
244,-265.5
245,-780.5
246,-217.0
247,-483.0
248,-306.5
249,-886.5
250,-1339.0
251,-725.0
252,-1247.5
253,212.5
254,-814.0
255,-534.5
256,-1313.5
257,-737.0
258,-1386.5
259,-285.0
260,-841.5
261,-871.0
262,-842.0
263,-616.0
264,-1119.5
265,-1616.5
266,-958.5
267,-1176.0
268,-1750.5
269,-1349.5
270,-1416.0
271,-1498.0
272,-1751.5
