episode,score,epsilon
1,-2704.0,0.995
2,-426.5,0.990025
3,-3756.0,0.985074875
4,-1560.5,0.9801495006250001
5,-1174.0,0.9752487531218751
6,-733.5,0.9703725093562657
7,-658.0,0.9655206468094844
8,-1346.5,0.960693043575437
9,-857.5,0.9558895783575597
10,-1577.0,0.9511101304657719
11,-805.5,0.946354579813443
12,-2268.5,0.9416228069143757
13,-1971.0,0.9369146928798039
14,-1113.0,0.9322301194154049
15,-677.0,0.9275689688183278
16,-685.5,0.9229311239742362
17,-780.5,0.918316468354365
18,-1183.0,0.9137248860125932
19,-609.5,0.9091562615825302
20,-1331.0,0.9046104802746175
21,-37.0,0.9000874278732445
22,-977.5,0.8955869907338783
23,-640.0,0.8911090557802088
24,-699.0,0.8866535105013078
25,-650.0,0.8822202429488013
26,-1220.5,0.8778091417340573
27,-1485.0,0.8734200960253871
28,-1430.0,0.8690529955452602
29,-1501.0,0.8647077305675338
30,-639.5,0.8603841919146962
31,-502.0,0.8560822709551227
32,-146.5,0.851801859600347
33,-1993.0,0.8475428503023453
34,-654.5,0.8433051360508336
35,-541.0,0.8390886103705794
36,-230.5,0.8348931673187264
37,-119.5,0.8307187014821328
38,-650.0,0.8265651079747222
39,-315.0,0.8224322824348486
40,-571.0,0.8183201210226743
41,-471.5,0.8142285204175609
42,-373.5,0.810157377815473
43,75.5,0.8061065909263957
44,-456.0,0.8020760579717637
45,-251.5,0.798065677681905
46,-519.0,0.7940753492934954
47,-862.0,0.7901049725470279
48,-628.5,0.7861544476842928
49,-67.0,0.7822236754458713
50,-895.0,0.778312557068642
51,-344.5,0.7744209942832988
52,-669.0,0.7705488893118823
53,-731.0,0.7666961448653229
54,-1429.5,0.7628626641409962
55,-166.0,0.7590483508202912
56,-222.5,0.7552531090661897
57,-618.0,0.7514768435208588
58,-376.0,0.7477194593032545
59,-586.0,0.7439808620067382
60,-1249.0,0.7402609576967045
61,-342.0,0.736559652908221
62,-1197.0,0.7328768546436799
63,-640.0,0.7292124703704616
64,-564.0,0.7255664080186093
65,-382.5,0.7219385759785162
66,-322.0,0.7183288830986236
67,-186.0,0.7147372386831305
68,-1010.5,0.7111635524897149
69,-146.5,0.7076077347272662
70,-461.5,0.7040696960536299
71,-250.0,0.7005493475733617
72,-632.0,0.697046600835495
73,-153.0,0.6935613678313175
74,-298.0,0.6900935609921609
75,-442.0,0.6866430931872001
76,-305.5,0.6832098777212641
77,-235.5,0.6797938283326578
78,-598.0,0.6763948591909945
79,-276.5,0.6730128848950395
80,-279.5,0.6696478204705644
81,-484.5,0.6662995813682115
82,-373.5,0.6629680834613705
83,-248.5,0.6596532430440636
84,-436.0,0.6563549768288433
85,-265.5,0.653073201944699
86,-720.0,0.6498078359349755
87,-637.0,0.6465587967553006
88,-365.0,0.6433260027715241
89,-551.5,0.6401093727576664
90,-366.5,0.6369088258938781
91,-856.0,0.6337242817644086
92,-315.5,0.6305556603555866
93,-629.5,0.6274028820538087
94,-695.0,0.6242658676435396
95,-293.5,0.6211445383053219
96,-566.0,0.6180388156137953
97,-725.5,0.6149486215357263
98,-446.0,0.6118738784280476
99,-397.0,0.6088145090359074
100,-494.5,0.6057704364907278
101,-386.0,0.6027415843082742
102,-464.0,0.5997278763867329
103,-203.0,0.5967292370047992
104,-286.5,0.5937455908197752
105,-526.5,0.5907768628656763
106,-334.0,0.5878229785513479
107,-384.5,0.5848838636585911
108,-761.0,0.5819594443402982
109,-631.0,0.5790496471185967
110,-214.5,0.5761543988830038
111,-354.5,0.5732736268885887
112,-761.0,0.5704072587541458
113,-506.0,0.567555222460375
114,-636.0,0.5647174463480732
115,-776.5,0.5618938591163328
116,-574.0,0.5590843898207511
117,-842.0,0.5562889678716474
118,-386.0,0.5535075230322891
119,-489.0,0.5507399854171277
120,-782.5,0.547986285490042
121,-523.0,0.5452463540625918
122,-420.5,0.5425201222922789
123,-291.5,0.5398075216808175
124,-650.5,0.5371084840724134
125,-470.0,0.5344229416520513
126,-828.0,0.531750826943791
127,-430.0,0.5290920728090721
128,-671.0,0.5264466124450268
129,-349.5,0.5238143793828016
130,-425.0,0.5211953074858876
131,-347.0,0.5185893309484582
132,-445.5,0.5159963842937159
133,-177.0,0.5134164023722473
134,-469.5,0.510849320360386
135,-342.5,0.5082950737585841
136,-625.5,0.5057535983897912
137,-613.0,0.5032248303978422
138,-285.5,0.500708706245853
139,-183.0,0.4982051627146237
140,-478.5,0.49571413690105054
141,-629.5,0.4932355662165453
142,-754.5,0.4907693883854626
143,-375.0,0.4883155414435353
144,-420.0,0.4858739637363176
145,-430.5,0.483444593917636
146,-680.0,0.4810273709480478
147,-660.5,0.47862223409330756
148,-641.0,0.47622912292284103
149,-378.0,0.4738479773082268
150,-305.0,0.47147873742168567
151,-407.5,0.46912134373457726
152,-454.0,0.46677573701590436
153,-528.5,0.46444185833082485
154,-288.0,0.46211964903917074
155,-751.0,0.4598090507939749
156,-493.5,0.457510005540005
157,-464.5,0.45522245551230495
158,-828.5,0.4529463432347434
159,-445.5,0.4506816115185697
160,-634.5,0.4484282034609769
161,-622.5,0.446186062443672
162,-551.0,0.4439551321314536
163,-637.0,0.4417353564707963
164,-811.0,0.43952667968844233
165,-723.0,0.43732904629000013
166,-658.0,0.4351424010585501
167,-633.5,0.43296668905325736
168,-346.0,0.43080185560799106
169,-572.0,0.4286478463299511
170,-703.5,0.42650460709830135
171,-683.0,0.42437208406280985
172,-416.0,0.4222502236424958
173,-908.0,0.42013897252428334
174,-688.5,0.4180382776616619
175,-603.0,0.4159480862733536
176,-600.5,0.41386834584198684
177,-356.5,0.4117990041127769
178,-477.5,0.40974000909221303
179,-253.5,0.40769130904675194
180,-734.5,0.40565285250151817
181,-904.0,0.4036245882390106
182,-646.5,0.4016064652978155
183,-602.5,0.3995984329713264
184,-1312.5,0.3976004408064698
185,-802.5,0.39561243860243744
186,-591.0,0.3936343764094253
187,-663.0,0.39166620452737816
188,-426.0,0.3897078735047413
189,-518.5,0.3877593341372176
190,-569.5,0.3858205374665315
191,-462.5,0.38389143477919885
192,-519.0,0.3819719776053028
193,-603.5,0.3800621177172763
194,-454.0,0.37816180712868996
195,-727.0,0.37627099809304654
196,-720.5,0.3743896431025813
197,-550.0,0.37251769488706843
198,-615.5,0.3706551064126331
199,-539.0,0.36880183088056995
200,-458.0,0.3669578217261671
201,-542.5,0.36512303261753626
202,-554.5,0.3632974174544486
203,-489.0,0.3614809303671764
204,-544.0,0.3596735257153405
205,-720.0,0.3578751580867638
206,-451.0,0.35608578229633
207,-567.5,0.3543053533848483
208,-547.0,0.35253382661792404
209,-376.0,0.3507711574848344
210,-659.5,0.34901730169741024
211,-637.0,0.3472722151889232
212,-496.5,0.3455358541129786
213,-445.5,0.3438081748424137
214,-666.0,0.3420891339682016
215,-517.5,0.3403786882983606
216,-872.5,0.3386767948568688
217,-619.5,0.33698341088258443
218,-557.0,0.3352984938281715
219,-499.5,0.33362200135903064
220,-387.0,0.33195389135223546
221,-509.5,0.3302941218954743
222,-510.5,0.32864265128599696
223,-514.0,0.326999438029567
224,-616.5,0.3253644408394192
225,-1149.5,0.3237376186352221
226,-700.0,0.322118930542046
227,-660.5,0.32050833588933575
228,-496.5,0.31890579420988907
229,-923.5,0.3173112652388396
230,-762.5,0.3157247089126454
231,-841.0,0.3141460853680822
232,-703.0,0.3125753549412418
233,-724.5,0.31101247816653554
234,-958.5,0.30945741577570285
235,-841.0,0.3079101286968243
236,-428.0,0.3063705780533402
237,-696.0,0.30483872516307353
238,-692.0,0.3033145315372582
239,-513.0,0.3017979588795719
240,-1046.0,0.30028896908517405
241,-759.5,0.2987875242397482
242,-914.0,0.29729358661854943
243,-837.5,0.29580711868545667
244,-705.0,0.2943280830920294
245,-449.5,0.29285644267656924
246,-588.5,0.2913921604631864
247,-801.5,0.28993519966087045
248,-915.5,0.2884855236625661
249,-576.5,0.28704309604425327
250,-841.5,0.285607880564032
251,-707.5,0.28417984116121187
252,-777.0,0.2827589419554058
253,-707.0,0.28134514724562876
254,-650.5,0.2799384215094006
255,-879.0,0.27853872940185365
256,-852.5,0.27714603575484437
257,-614.0,0.2757603055760701
258,-702.0,0.2743815040481898
259,-783.5,0.2730095965279488
260,-840.0,0.27164454854530906
261,-655.0,0.2702863258025825
262,-698.5,0.2689348941735696
263,-919.5,0.26759021970270175
264,-1033.5,0.2662522686041882
265,-624.0,0.2649210072611673
266,-953.0,0.26359640222486147
267,-705.5,0.26227842021373715
268,-459.5,0.2609670281126685
269,-671.5,0.25966219297210513
270,-601.0,0.2583638820072446
271,-675.0,0.2570720625972084
272,-590.5,0.25578670228422234
273,-653.0,0.25450776877280124
274,-1038.0,0.2532352299289372
275,-841.0,0.2519690537792925
276,-717.0,0.2507092085103961
277,-771.5,0.2494556624678441
278,-610.0,0.24820838415550486
279,-611.0,0.24696734223472733
280,-514.0,0.2457325055235537
281,-685.5,0.24450384299593592
282,-651.0,0.24328132378095624
283,-702.5,0.24206491716205145
284,-856.0,0.2408545925762412
285,-768.0,0.23965031961336
286,-615.0,0.2384520680152932
287,-563.5,0.23725980767521673
288,-700.0,0.23607350863684065
289,-719.5,0.23489314109365644
290,-744.0,0.23371867538818816
291,-746.5,0.23255008201124722
292,-642.5,0.231387331601191
293,-633.0,0.23023039494318503
294,-1058.5,0.2290792429684691
295,-765.5,0.22793384675362674
296,-925.0,0.22679417751985861
297,-834.5,0.22566020663225933
298,-756.0,0.22453190559909803
299,-803.5,0.22340924607110255
300,-790.0,0.22229219984074702
301,-927.0,0.2211807388415433
302,-762.0,0.22007483514733558
303,-690.5,0.2189744609715989
304,-794.0,0.2178795886667409
305,-1109.5,0.2167901907234072
306,-724.5,0.21570623976979014
307,-521.0,0.21462770857094118
308,-722.0,0.21355457002808648
309,-756.0,0.21248679717794605
310,-766.0,0.21142436319205632
311,-789.5,0.21036724137609603
312,-1001.0,0.20931540516921554
313,-1001.0,0.20826882814336947
314,-681.0,0.20722748400265262
315,-899.5,0.20619134658263935
316,-734.0,0.20516038984972615
317,-646.0,0.2041345879004775
318,-837.0,0.2031139149609751
319,-834.5,0.20209834538617025
320,-952.5,0.2010878536592394
321,-795.5,0.2000824143909432
322,-859.0,0.19908200231898848
323,-859.0,0.19808659230739353
324,-734.0,0.19709615934585656
325,-879.0,0.19611067854912728
326,-889.0,0.19513012515638165
327,-624.5,0.19415447453059972
328,-809.5,0.19318370215794672
329,-630.5,0.192217783647157
330,-712.0,0.1912566947289212
331,-952.5,0.1903004112552766
332,-658.0,0.18934890919900021
333,-823.5,0.18840216465300522
334,-779.5,0.18746015382974018
335,-744.5,0.1865228530605915
336,-942.5,0.18559023879528855
337,-673.5,0.1846622876013121
338,-734.0,0.18373897616330553
339,-784.0,0.182820281282489
340,-635.5,0.18190617987607657
341,-756.5,0.18099664897669618
342,-535.0,0.1800916657318127
343,-782.0,0.17919120740315364
344,-816.5,0.17829525136613786
345,-760.5,0.17740377510930716
346,-814.0,0.17651675623376062
347,-793.5,0.1756341724525918
348,-617.0,0.17475600159032884
349,-771.5,0.17388222158237718
350,-829.0,0.1730128104744653
351,-859.0,0.17214774642209296
352,-688.0,0.1712870076899825
353,-856.5,0.17043057265153258
354,-734.0,0.16957841978827493
355,-757.5,0.16873052768933355
356,-790.0,0.1678868750508869
357,-789.0,0.16704744067563246
358,-906.0,0.1662122034722543
359,-872.0,0.16538114245489302
360,-910.5,0.16455423674261854
361,-901.0,0.16373146555890544
362,-780.5,0.16291280823111093
363,-881.0,0.16209824418995536
364,-1014.5,0.16128775296900558
365,-644.0,0.16048131420416054
366,-764.5,0.15967890763313974
367,-611.0,0.15888051309497406
368,-659.0,0.1580861105294992
369,-806.5,0.1572956799768517
370,-805.0,0.15650920157696743
371,-986.5,0.1557266555690826
372,-833.5,0.1549480222912372
373,-1011.5,0.15417328217978102
374,-970.5,0.1534024157688821
375,-817.0,0.1526354036900377
376,-801.5,0.1518722266715875
377,-1108.5,0.15111286553822956
378,-991.0,0.15035730121053842
379,-956.5,0.14960551470448571
380,-779.0,0.14885748713096328
381,-804.0,0.14811319969530845
382,-821.5,0.1473726336968319
383,-884.5,0.14663577052834775
384,-626.5,0.14590259167570602
385,-781.0,0.1451730787173275
386,-679.0,0.14444721332374086
387,-800.0,0.14372497725712216
388,-1001.0,0.14300635237083656
389,-795.0,0.14229132060898236
390,-801.0,0.14157986400593744
391,-628.5,0.14087196468590776
392,-1032.0,0.14016760486247823
393,-912.0,0.13946676683816583
394,-1026.0,0.138769433003975
395,-923.0,0.13807558583895513
396,-940.0,0.13738520790976036
397,-1033.5,0.13669828187021155
398,-865.0,0.13601479046086049
399,-959.5,0.1353347165085562
400,-604.0,0.1346580429260134
401,-813.0,0.13398475271138335
402,-1063.5,0.13331482894782642
403,-1075.5,0.13264825480308728
404,-1027.0,0.13198501352907185
405,-950.5,0.1313250884614265
406,-958.5,0.13066846301911936
407,-859.0,0.13001512070402377
408,-947.0,0.12936504510050365
409,-892.0,0.12871821987500112
410,-1084.5,0.12807462877562611
411,-930.5,0.12743425563174798
412,-678.0,0.12679708435358925
413,-817.5,0.1261630989318213
414,-751.0,0.1255322834371622
415,-855.5,0.12490462201997637
416,-914.0,0.1242800989098765
417,-941.0,0.12365869841532712
418,-737.5,0.12304040492325048
419,-708.0,0.12242520289863423
420,-793.5,0.12181307688414106
421,-1030.5,0.12120401149972035
422,-848.5,0.12059799144222175
423,-871.5,0.11999500148501063
424,-1006.0,0.11939502647758558
425,-832.0,0.11879805134519765
426,-821.5,0.11820406108847166
427,-827.0,0.1176130407830293
428,-849.5,0.11702497557911415
429,-937.5,0.11643985070121858
430,-746.0,0.11585765144771248
431,-954.0,0.11527836319047392
432,-939.5,0.11470197137452155
433,-1109.5,0.11412846151764894
434,-977.0,0.1135578192100607
435,-882.5,0.11299003011401039
436,-813.0,0.11242507996344034
437,-814.0,0.11186295456362313
438,-1052.0,0.11130363979080501
439,-824.0,0.11074712159185099
440,-920.5,0.11019338598389174
441,-822.0,0.10964241905397228
442,-1183.0,0.10909420695870241
443,-925.0,0.1085487359239089
444,-926.0,0.10800599224428936
445,-1063.5,0.10746596228306791
446,-897.0,0.10692863247165257
447,-1001.0,0.1063939893092943
448,-794.0,0.10586201936274783
449,-660.0,0.10533270926593409
450,-914.0,0.10480604571960442
451,-892.5,0.1042820154910064
452,-959.0,0.10376060541355137
453,-1063.0,0.1032418023864836
454,-1292.0,0.10272559337455119
455,-889.0,0.10221196540767843
456,-962.5,0.10170090558064004
457,-1101.0,0.10119240105273684
458,-863.0,0.10068643904747315
459,-809.0,0.10018300685223579
460,-915.5,0.0996820918179746
461,-871.5,0.09918368135888474
462,-1016.0,0.09868776295209031
463,-877.5,0.09819432413732986
464,-845.5,0.09770335251664321
465,-920.0,0.09721483575406
466,-1013.0,0.09672876157528969
467,-1044.0,0.09624511776741324
468,-822.5,0.09576389217857617
469,-1052.0,0.09528507271768329
470,-709.0,0.09480864735409487
471,-940.0,0.0943346041173244
472,-831.0,0.09386293109673778
473,-868.5,0.09339361644125409
474,-817.0,0.09292664835904782
475,-788.0,0.09246201511725258
476,-742.0,0.09199970504166631
477,-1090.5,0.09153970651645797
478,-802.0,0.09108200798387568
479,-999.5,0.0906265979439563
480,-1040.0,0.09017346495423652
481,-797.5,0.08972259762946533
482,-834.5,0.089273984641318
483,-873.0,0.0888276147181114
484,-1183.0,0.08838347664452084
485,-914.5,0.08794155926129824
486,-1164.5,0.08750185146499175
487,-907.0,0.08706434220766679
488,-816.0,0.08662902049662846
489,-894.5,0.08619587539414532
490,-888.0,0.08576489601717459
491,-843.0,0.08533607153708872
492,-920.0,0.08490939117940327
493,-1032.0,0.08448484422350626
494,-1030.5,0.08406242000238873
495,-930.0,0.08364210790237678
496,-836.0,0.0832238973628649
497,-822.5,0.08280777787605056
498,-811.5,0.08239373898667031
499,-1044.5,0.08198177029173696
500,-871.5,0.08157186144027828
501,-886.5,0.0811640021330769
502,-812.5,0.08075818212241151
503,-1181.0,0.08035439121179945
504,-957.0,0.07995261925574046
505,-910.0,0.07955285615946175
506,-1081.5,0.07915509187866444
507,-1017.5,0.07875931641927113
508,-900.0,0.07836551983717477
509,-1077.0,0.07797369223798889
510,-912.0,0.07758382377679894
511,-1013.5,0.07719590465791494
512,-869.5,0.07680992513462537
513,-966.0,0.07642587550895225
514,-981.0,0.07604374613140748
515,-930.0,0.07566352740075044
516,-979.0,0.07528520976374668
517,-890.5,0.07490878371492794
518,-1007.0,0.0745342397963533
519,-1060.0,0.07416156859737154
520,-1077.0,0.07379076075438468
521,-919.5,0.07342180695061275
522,-1034.5,0.07305469791585968
523,-570.5,0.07268942442628039
524,-968.5,0.07232597730414898
525,-956.0,0.07196434741762824
526,-835.5,0.0716045256805401
527,-969.0,0.0712465030521374
