episode,score
1,-9965.5
2,-2099.0
3,-3179.0
4,-2465.5
5,-4157.0
6,-1711.5
7,-2158.5
8,-1384.5
9,-4067.5
10,-4351.5
11,-1977.5
12,-1158.5
13,-3922.5
14,-4574.0
15,-4265.5
16,-1433.5
17,-1288.5
18,-1480.0
19,-4803.0
20,-3034.5
21,-3608.0
22,-3591.5
23,-6186.0
24,-3304.0
25,-5621.0
26,-2861.0
27,-3239.0
28,-2854.0
29,-2126.5
30,-2108.0
31,-3021.0
32,-2927.5
33,-3037.0
34,-712.0
35,-3948.5
36,-4959.0
37,-2063.5
38,-1980.5
39,-4049.5
40,-3274.0
41,-1103.5
42,-2504.0
43,-3487.5
44,-94.0
45,-2055.0
46,-2781.0
47,-3616.5
48,-2921.5
49,421.0
50,-1791.0
51,-713.0
52,-1532.5
53,-659.0
54,-2329.5
55,-951.0
56,-1132.5
57,-1950.0
58,-1854.0
59,-2711.0
60,-1114.5
61,-1771.0
62,-200.0
63,-1639.5
64,-2051.5
65,-2480.0
66,-3495.5
67,-2662.0
68,-1950.5
69,-1683.5
70,-1382.0
71,-2092.0
72,-1835.0
73,-2473.5
74,-2992.5
75,-263.0
76,-2195.0
77,-2868.0
78,-1806.5
79,-5610.0
80,-948.5
81,-2511.0
82,-3065.5
83,-3403.5
84,-2840.0
85,-2275.5
86,-1883.5
87,-2192.0
88,-629.5
89,-2135.5
90,-2547.0
91,-2918.5
92,-961.5
93,-1264.0
94,-1503.0
95,-2134.0
96,-2991.5
97,-2661.0
98,-2431.5
99,-2958.0
100,-3382.0
101,-1706.5
102,-2503.0
103,-2217.5
104,-3025.0
105,-3074.5
106,-2409.5
107,-2916.5
108,-3647.5
109,-3249.5
110,-3786.5
111,-3056.0
112,-1445.0
113,-3383.5
114,-3133.5
115,-1799.5
116,-1011.5
117,-2911.0
118,-1995.5
119,-2586.5
120,-1403.0
121,-1640.0
122,-2641.0
123,-2544.0
124,-1353.0
125,-1479.0
126,-1053.5
127,-567.0
128,-1677.5
129,-1199.5
130,-852.5
131,-701.5
132,-512.0
133,-1821.0
134,-1750.0
135,-1320.0
136,-1283.0
137,-433.0
138,-211.5
139,-1108.0
140,34.0
141,15.5
142,-916.0
143,-608.0
144,-750.0
145,65.0
146,128.5
147,-1083.5
148,134.0
149,-502.0
150,-354.5
151,95.5
152,8.5
153,120.0
154,-1202.5
155,-487.0
156,395.5
157,-130.0
158,302.5
159,-570.0
160,969.5
161,-88.5
162,26.0
163,826.0
164,-1231.0
165,-990.0
166,-38.0
167,765.5
168,-357.5
169,249.5
170,-1146.5
171,-534.0
172,746.5
173,-171.5
174,124.0
175,-354.5
176,-142.0
177,-371.5
178,449.5
179,-154.0
180,-927.0
181,571.5
182,203.5
183,125.5
184,-116.0
185,618.0
